id,direction,signals,n_signals,tp,sl,train_return,train_sharpe,train_drawdown,train_trades,train_winrate,score
4623f451,bull,s24|s21|s53|s73,4,0.0741857958,0.0170933239,30.6057,0.0,-18.9762,70,28.5714,0.151208
0f1f04c9,bear,s71|s17|s76|s13|s37,5,0.0726199971,0.0173195323,31.6912,0.0,-20.7045,73,28.7671,0.150953
0de00a2c,bear,s81|s76|s13|s20,4,0.0420925086,0.0187481818,18.4986,0.0,-16.0251,48,43.75,0.150882
59014262,bull,s95|s87|s48,3,0.0543555664,0.0137763074,22.7176,0.0,-12.6899,52,32.6923,0.150878
9694702f,bear,s97|s20|s49|s61|s100,5,0.03795499,0.0123841331,22.0051,0.0,-16.476,107,37.3832,0.150742
b02ded9f,bear,s20|s67|s85|s77|s81,5,0.0795635805,0.0153777478,34.3475,0.0,-15.9955,44,27.2727,0.150675
3654eb46,bull,s87|s60|s95|s74,4,0.0564062222,0.0149914118,31.7624,0.0,-22.5837,125,30.4,0.150499
7890baef,bear,s61|s22|s76|s80,4,0.0747001031,0.017056356,28.2356,0.0,-15.4414,68,27.9412,0.150442
f65e0de4,bull,s43|s73|s8|s92,4,0.0475483313,0.016894406,24.3118,0.0,-18.3262,111,36.036,0.150377
225168c7,bull,s55|s58|s83|s79,4,0.0405738021,0.0166435635,16.1042,0.0,-12.2879,66,40.9091,0.15028
3a1e37cb,bear,s89|s13|s26,3,0.0269266893,0.0172543296,8.713,0.0,-12.3895,67,50.7463,0.149922
f14517e2,bear,s89|s80|s100|s51|s98,5,0.0352798789,0.0191168399,12.0858,0.0,-14.1832,50,48.0,0.149794
04527a9d,bear,s62|s28|s16|s23|s37,5,0.0364858852,0.0195981904,14.4482,0.0,-16.3102,66,46.9697,0.149771
88adf137,bear,s89|s29|s80|s51,4,0.0692718647,0.0148301901,35.2265,0.0,-24.6347,87,27.5862,0.149761
186172f1,bear,s100|s62|s80|s51|s97,5,0.0325342272,0.0140934316,14.9662,0.0,-15.5115,55,45.4545,0.149694
4cacc1ae,bear,s51|s100|s86|s31,4,0.0672372156,0.0117616403,25.5849,0.0,-11.2213,52,26.9231,0.149445
0995871e,bear,s13|s81|s61|s89,4,0.0703154462,0.01142202,33.1114,0.0,-17.8103,81,23.4568,0.149385
54c7817f,bear,s101|s23|s97|s20,4,0.0631121236,0.0156634908,25.1282,0.0,-14.0747,66,30.303,0.149198
5faaf69e,bear,s81|s77|s66|s25,4,0.040312892,0.0189109705,14.371,0.0,-13.4708,50,44.0,0.149072
d9b33ac0,bull,s83|s73|s5|s12,4,0.041175603,0.0133568278,17.0833,0.0,-10.6179,56,37.5,0.148979
254d66ff,bull,s59|s38|s54|s73|s40,5,0.0348778117,0.0113648616,15.6897,0.0,-10.6178,61,39.3443,0.148938
8c64a3ac,bear,s80|s76|s19|s22,4,0.0676542301,0.0166150177,29.2718,0.0,-19.4279,70,30.0,0.148804
39228338,bull,s87|s11|s95|s73,4,0.0627843581,0.0104335113,30.0047,0.0,-8.791,41,29.2683,0.14879
13f7006e,bear,s50|s28|s31|s23,4,0.0756782727,0.0168340311,32.5155,0.0,-20.8706,48,29.1667,0.148752
7c6558a1,bear,s62|s81|s17|s97|s25,5,0.0350106606,0.0190306185,14.5217,0.0,-13.1699,45,48.8889,0.148719
6370bc19,bear,s19|s28|s23|s76|s61,5,0.0617798693,0.0161178279,32.8648,0.0,-24.8717,98,30.6122,0.148681
cd65d364,bear,s100|s62|s13,3,0.0693253055,0.0192185085,26.1647,0.0,-17.4827,56,32.1429,0.148639
f4325834,bear,s25|s77|s67|s81,4,0.050236609,0.0185388049,17.9839,0.0,-12.2027,49,38.7755,0.148621
543a4bcc,bull,s88|s9|s83|s74,4,0.0488240599,0.0184582814,27.2953,0.0,-24.1603,110,37.2727,0.148518
c4817a56,bear,s31|s98|s23|s80,4,0.0412621906,0.0157346187,17.6947,0.0,-15.5986,53,41.5094,0.148511
bef89903,bear,s25|s66|s61|s23,4,0.0612399581,0.0177572712,24.2437,0.0,-15.6584,67,32.8358,0.148507
a598aa79,bull,s45|s3|s83|s79,4,0.0480468251,0.0180726799,25.6135,0.0,-14.2883,39,43.5897,0.148479
ff2284ad,bull,s83|s44|s48,3,0.02874352,0.0160905073,12.5572,0.0,-15.6147,91,48.3516,0.14844
21999575,bull,s68|s95|s75,3,0.0594504676,0.0140515811,28.2093,0.0,-16.891,94,28.7234,0.148334
