id,direction,signals,n_signals,tp,sl,train_return,train_sharpe,train_drawdown,train_trades,train_winrate,score,test_return,test_sharpe,test_drawdown,test_trades,test_winrate,test_score
071c25d5,bear,s81|s86|s20|s13,4,0.0318972471,0.0191232768,15.7879,0.0,-7.898,22,59.0909,0.095361,-10.8238,0.0,-11.6887,5,0.0,-0.007836
afb4a28b,bear,s50|s81|s97|s61,4,0.0308682961,0.0183905051,14.4847,0.0,-8.2451,22,59.0909,0.09261,-8.7381,0.0,-10.4555,4,0.0,-0.005306
7c8282b8,bear,s20|s25|s67|s76|s62,5,0.0329997249,0.0102674707,8.5861,0.0,-9.5895,42,38.0952,0.100684,-11.4883,0.0,-12.5902,8,0.0,-0.013396
ef505294,bear,s57|s97|s20|s90|s37,5,0.0259680127,0.0109539305,5.5489,0.0,-11.3626,38,44.7368,0.092962,-8.9492,0.0,-9.7671,9,11.1111,-0.005718
6d9e5d7f,bear,s89|s62|s19|s86|s50,5,0.0273910512,0.0117309848,1.4215,0.0,-9.2602,49,40.8163,0.098347,-11.3936,0.0,-13.3267,10,10.0,-0.011111
267b093e,bear,s31|s100|s99|s61|s52,5,0.0342819108,0.0166169358,9.3449,0.0,-13.6069,34,47.0588,0.09366,-10.0858,0.0,-12.4543,8,12.5,-0.006433
7f32fab4,bear,s66|s61|s31|s18|s23,5,0.0226886622,0.0126206818,-2.1871,0.0,-9.6597,48,45.8333,0.095782,-10.9285,0.0,-12.569,9,11.1111,-0.008656
89aafefa,bear,s80|s37|s62|s51|s86,5,0.0284713518,0.0147469119,7.9451,0.0,-6.974,30,50.0,0.096515,-10.708,0.0,-11.8196,6,0.0,-0.009395
72194d50,bear,s37|s86|s71|s62|s20,5,0.0325019889,0.0158170505,9.0176,0.0,-9.6852,32,46.875,0.094489,-9.6463,0.0,-11.7311,5,0.0,-0.007378
5d2ef3db,bear,s31|s16|s81|s86|s67,5,0.03033407,0.0131449632,10.0456,0.0,-7.3029,32,46.875,0.101695,-12.5934,0.0,-13.6145,8,0.0,-0.014595
ec8a97ba,bear,s76|s23|s99|s31|s52,5,0.029574297,0.0185240124,7.6979,0.0,-9.0827,30,53.3333,0.098126,-12.3044,0.0,-14.4054,6,0.0,-0.011092
258da603,bear,s23|s81|s99|s86|s57,5,0.0283972087,0.0160110068,7.931,0.0,-9.8808,31,51.6129,0.097291,-11.4148,0.0,-13.411,6,0.0,-0.010307
a0db399d,bear,s31|s86|s76|s19,4,0.0329960236,0.0192487921,18.3035,0.0,-8.6614,21,61.9048,0.097837,-12.5086,0.0,-13.5306,6,0.0,-0.010875
03667f5f,bear,s51|s86|s99|s18,4,0.0430839835,0.0081580679,14.0529,0.0,-8.3367,38,31.5789,0.095713,-8.5294,0.0,-10.0182,7,0.0,-0.008984
33925826,bear,s50|s99|s90|s66|s28,5,0.0370099897,0.0134612659,13.7873,0.0,-12.6997,32,43.75,0.094912,-8.4667,0.0,-11.6595,6,0.0,-0.008261
ae12a0aa,bear,s37|s17|s71|s50,4,0.0245852787,0.0152637525,6.2326,0.0,-9.5309,29,55.1724,0.093876,-11.0923,0.0,-12.7869,8,12.5,-0.007237
0a118f68,bear,s49|s28|s99|s86|s61,5,0.0434693066,0.0126085114,12.39,0.0,-8.3462,36,36.1111,0.095655,-10.0121,0.0,-11.9623,6,0.0,-0.009112
2a423dc6,bear,s99|s51|s22|s19|s86,5,0.0298681149,0.0153332888,6.3329,0.0,-12.2096,36,47.2222,0.093866,-9.6845,0.0,-11.6389,5,0.0,-0.007365
a9158928,bear,s13|s66|s57|s81|s16,5,0.0215037205,0.0135826826,0.6646,0.0,-8.271,35,51.4286,0.092492,-8.2436,0.0,-9.0678,5,0.0,-0.006018
1ecea0a1,bear,s18|s99|s57|s28,4,0.0389148204,0.0163148611,15.2937,0.0,-11.8774,28,46.4286,0.092304,-7.9068,0.0,-11.1861,5,0.0,-0.006519
